year,isic_section_index,isic_section_name,industry_name,skill_group_category,skill_group_name,skill_group_rank
2017,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Music,5
2017,R,"Arts, entertainment and recreation ",Performing Arts,Tech Skills,Social Media,6
2017,R,"Arts, entertainment and recreation ",Performing Arts,Soft Skills,Communication,7
2017,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Video,8
2017,R,"Arts, entertainment and recreation ",Performing Arts,Tech Skills,Digital Literacy,9
2017,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Television,10
2017,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Visual Arts,1
2017,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Art History,2
2017,R,"Arts, entertainment and recreation ",Arts & Crafts,Tech Skills,Graphic Design,3
2017,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Photography,4
2017,R,"Arts, entertainment and recreation ",Arts & Crafts,Tech Skills,Social Media,5
2017,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Teaching,6
2017,R,"Arts, entertainment and recreation ",Arts & Crafts,Tech Skills,Digital Literacy,7
2017,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Arts & Crafts,8
2017,R,"Arts, entertainment and recreation ",Arts & Crafts,Soft Skills,Communication,9
2017,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Research,10
2017,R,"Arts, entertainment and recreation ",Music,Specialized Industry Skills,Music,1
2017,R,"Arts, entertainment and recreation ",Music,Specialized Industry Skills,Teaching,2
2017,R,"Arts, entertainment and recreation ",Music,Tech Skills,Social Media,3
2017,R,"Arts, entertainment and recreation ",Music,Specialized Industry Skills,Event Planning,4
2017,R,"Arts, entertainment and recreation ",Music,Specialized Industry Skills,Radio Production,5
2017,R,"Arts, entertainment and recreation ",Music,Tech Skills,Digital Literacy,6
2017,R,"Arts, entertainment and recreation ",Music,Soft Skills,Communication,7
2017,R,"Arts, entertainment and recreation ",Music,Business Skills,Business Management,8
2017,R,"Arts, entertainment and recreation ",Music,Soft Skills,Leadership,9
2017,R,"Arts, entertainment and recreation ",Music,Business Skills,Digital Marketing,10
2017,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Wellness,1
2017,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Soft Skills,Communication,2
2017,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Soft Skills,Leadership,3
2017,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Tech Skills,Digital Literacy,4
2017,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Physical Medicine and Rehabilitation,5
2017,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Personal Coaching,6
2017,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Business Skills,Business Management,7
2017,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Tech Skills,Social Media,8
2017,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Research,9
2017,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Healthcare Management,10
2017,R,"Arts, entertainment and recreation ",Animation,Tech Skills,Animation,1
2017,R,"Arts, entertainment and recreation ",Animation,Tech Skills,Graphic Design,2
2017,R,"Arts, entertainment and recreation ",Animation,Specialized Industry Skills,Video,3
2017,R,"Arts, entertainment and recreation ",Animation,Tech Skills,Social Media,4
2017,R,"Arts, entertainment and recreation ",Animation,Tech Skills,Digital Literacy,5
2017,R,"Arts, entertainment and recreation ",Animation,Specialized Industry Skills,Photography,6
2017,R,"Arts, entertainment and recreation ",Animation,Soft Skills,Communication,7
2017,R,"Arts, entertainment and recreation ",Animation,Specialized Industry Skills,Research,8
2017,R,"Arts, entertainment and recreation ",Animation,Soft Skills,Leadership,9
2017,R,"Arts, entertainment and recreation ",Animation,Soft Skills,Teamwork,10
2018,B,Mining and quarrying,Mining & Metals,Specialized Industry Skills,Mining,1
2018,B,Mining and quarrying,Mining & Metals,Soft Skills,Negotiation,2
2018,B,Mining and quarrying,Mining & Metals,Tech Skills,Digital Literacy,3
2018,B,Mining and quarrying,Mining & Metals,Business Skills,Project Management,4
2018,B,Mining and quarrying,Mining & Metals,Soft Skills,Teamwork,5
2018,B,Mining and quarrying,Mining & Metals,Business Skills,Business Management,6
2018,B,Mining and quarrying,Mining & Metals,Business Skills,Manufacturing Operations,7
2018,B,Mining and quarrying,Mining & Metals,Soft Skills,Leadership,8
2018,B,Mining and quarrying,Mining & Metals,Specialized Industry Skills,Drilling Engineering,9
2018,B,Mining and quarrying,Mining & Metals,Specialized Industry Skills,Maintenance & Repair,10
2018,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Oil & Gas,1
2018,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Drilling Engineering,2
2018,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Utilities,3
2018,B,Mining and quarrying,Oil & Energy,Soft Skills,Negotiation,4
2018,B,Mining and quarrying,Oil & Energy,Soft Skills,Teamwork,5
2018,B,Mining and quarrying,Oil & Energy,Tech Skills,Digital Literacy,6
2018,B,Mining and quarrying,Oil & Energy,Business Skills,Project Management,7
2018,B,Mining and quarrying,Oil & Energy,Soft Skills,Leadership,8
2018,B,Mining and quarrying,Oil & Energy,Business Skills,Business Management,9
2018,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Construction Engineering,10
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Pharmaceutics,1
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Pharmaceutical Manufacturing,2
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Oncology,3
2018,C,Manufacturing,Pharmaceuticals,Soft Skills,Teamwork,4
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Product Testing,5
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Research,6
2018,C,Manufacturing,Pharmaceuticals,Soft Skills,Leadership,7
2018,C,Manufacturing,Pharmaceuticals,Tech Skills,Digital Literacy,8
2018,C,Manufacturing,Pharmaceuticals,Business Skills,Business Management,9
2018,C,Manufacturing,Pharmaceuticals,Business Skills,Product Development,10
2018,C,Manufacturing,Food Production,Specialized Industry Skills,Food Manufacturing,1
2018,C,Manufacturing,Food Production,Soft Skills,Negotiation,2
2018,C,Manufacturing,Food Production,Specialized Industry Skills,Food Service Operations,3
2018,C,Manufacturing,Food Production,Soft Skills,Teamwork,4
2018,C,Manufacturing,Food Production,Business Skills,Business Management,5
2018,C,Manufacturing,Food Production,Tech Skills,Digital Literacy,6
2018,C,Manufacturing,Food Production,Soft Skills,Leadership,7
2018,C,Manufacturing,Food Production,Business Skills,Product Development,8
2018,C,Manufacturing,Food Production,Specialized Industry Skills,Research,9
2018,C,Manufacturing,Food Production,Business Skills,Project Management,10
2018,C,Manufacturing,Aviation & Aerospace,Disruptive Tech Skills,Aerospace Engineering,1
2018,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Air Force,2
2018,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Aircraft Management,3
2018,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Airlines,4
2018,C,Manufacturing,Aviation & Aerospace,Tech Skills,Scientific Computing,5
2018,C,Manufacturing,Aviation & Aerospace,Soft Skills,Leadership,6
2018,C,Manufacturing,Aviation & Aerospace,Soft Skills,Teamwork,7
2018,C,Manufacturing,Aviation & Aerospace,Tech Skills,Digital Literacy,8
2018,C,Manufacturing,Aviation & Aerospace,Business Skills,Project Management,9
2018,C,Manufacturing,Aviation & Aerospace,Business Skills,Manufacturing Operations,10
2018,C,Manufacturing,Automotive,Specialized Industry Skills,Automotive,1
2018,C,Manufacturing,Automotive,Soft Skills,Negotiation,2
2018,C,Manufacturing,Automotive,Soft Skills,Leadership,3
2018,C,Manufacturing,Automotive,Soft Skills,Teamwork,4
2018,C,Manufacturing,Automotive,Business Skills,Manufacturing Operations,5
2018,C,Manufacturing,Automotive,Tech Skills,Digital Literacy,6
2018,C,Manufacturing,Automotive,Business Skills,Business Management,7
2018,C,Manufacturing,Automotive,Business Skills,Project Management,8
2018,C,Manufacturing,Automotive,Business Skills,Customer Experience,9
2018,C,Manufacturing,Automotive,Business Skills,Product Marketing,10
2018,C,Manufacturing,Chemicals,Specialized Industry Skills,Research,1
2018,C,Manufacturing,Chemicals,Business Skills,Product Development,2
2018,C,Manufacturing,Chemicals,Soft Skills,Negotiation,3
2018,C,Manufacturing,Chemicals,Soft Skills,Teamwork,4
2018,C,Manufacturing,Chemicals,Specialized Industry Skills,Chemical Processing,5
2018,C,Manufacturing,Chemicals,Tech Skills,Digital Literacy,6
2018,C,Manufacturing,Chemicals,Business Skills,Business Management,7
2018,C,Manufacturing,Chemicals,Soft Skills,Leadership,8
2018,C,Manufacturing,Chemicals,Business Skills,Manufacturing Operations,9
2018,C,Manufacturing,Chemicals,Business Skills,Project Management,10
2018,C,Manufacturing,Machinery,Soft Skills,Negotiation,1
2018,C,Manufacturing,Machinery,Specialized Industry Skills,Machining,2
2018,C,Manufacturing,Machinery,Tech Skills,Digital Literacy,3
2018,C,Manufacturing,Machinery,Soft Skills,Leadership,4
2018,C,Manufacturing,Machinery,Business Skills,Product Development,5
2018,C,Manufacturing,Machinery,Business Skills,Business Management,6
2018,C,Manufacturing,Machinery,Business Skills,Manufacturing Operations,7
2018,C,Manufacturing,Machinery,Business Skills,Project Management,8
2018,C,Manufacturing,Machinery,Specialized Industry Skills,Architecture,9
2018,C,Manufacturing,Machinery,Soft Skills,Teamwork,10
2018,C,Manufacturing,Textiles,Specialized Industry Skills,Apparel,1
2018,C,Manufacturing,Textiles,Soft Skills,Negotiation,2
2018,C,Manufacturing,Textiles,Business Skills,Product Development,3
2018,C,Manufacturing,Textiles,Soft Skills,Teamwork,4
2018,C,Manufacturing,Textiles,Tech Skills,Digital Literacy,5
2018,C,Manufacturing,Textiles,Soft Skills,Leadership,6
2018,C,Manufacturing,Textiles,Business Skills,Business Management,7
2018,C,Manufacturing,Textiles,Specialized Industry Skills,Retail,8
2018,C,Manufacturing,Textiles,Business Skills,Product Marketing,9
2018,C,Manufacturing,Textiles,Tech Skills,Graphic Design,10
2018,C,Manufacturing,Paper & Forest Products,Specialized Industry Skills,Chemical Processing,1
2018,C,Manufacturing,Paper & Forest Products,Soft Skills,Negotiation,2
2018,C,Manufacturing,Paper & Forest Products,Business Skills,Manufacturing Operations,3
2018,C,Manufacturing,Paper & Forest Products,Business Skills,Product Development,4
2018,C,Manufacturing,Paper & Forest Products,Tech Skills,Digital Literacy,5
2018,C,Manufacturing,Paper & Forest Products,Business Skills,Business Management,6
2018,C,Manufacturing,Paper & Forest Products,Business Skills,Project Management,7
2018,C,Manufacturing,Paper & Forest Products,Specialized Industry Skills,Forestry,8
2018,C,Manufacturing,Paper & Forest Products,Soft Skills,Leadership,9
2018,C,Manufacturing,Paper & Forest Products,Soft Skills,Teamwork,10
2018,C,Manufacturing,Printing,Specialized Industry Skills,Printing,1
2018,C,Manufacturing,Printing,Tech Skills,Graphic Design,2
2018,C,Manufacturing,Printing,Specialized Industry Skills,Retail Packaging,3
2018,C,Manufacturing,Printing,Tech Skills,Digital Literacy,4
2018,C,Manufacturing,Printing,Soft Skills,Negotiation,5
2018,C,Manufacturing,Printing,Business Skills,Business Management,6
2018,C,Manufacturing,Printing,Soft Skills,Leadership,7
2018,C,Manufacturing,Printing,Business Skills,Product Marketing,8
2018,C,Manufacturing,Printing,Business Skills,Advertising,9
2018,C,Manufacturing,Printing,Soft Skills,Teamwork,10
2018,C,Manufacturing,Electrical & Electronic Manufacturing,Specialized Industry Skills,Electronics,1
2018,C,Manufacturing,Electrical & Electronic Manufacturing,Soft Skills,Negotiation,2
2018,C,Manufacturing,Electrical & Electronic Manufacturing,Soft Skills,Leadership,3
2018,C,Manufacturing,Electrical & Electronic Manufacturing,Soft Skills,Teamwork,4
2018,C,Manufacturing,Electrical & Electronic Manufacturing,Tech Skills,Digital Literacy,5
2018,C,Manufacturing,Electrical & Electronic Manufacturing,Specialized Industry Skills,Drilling Engineering,6
2018,C,Manufacturing,Electrical & Electronic Manufacturing,Business Skills,Project Management,7
2018,C,Manufacturing,Electrical & Electronic Manufacturing,Tech Skills,Scientific Computing,8
2018,C,Manufacturing,Electrical & Electronic Manufacturing,Disruptive Tech Skills,Robotics,9
2018,C,Manufacturing,Electrical & Electronic Manufacturing,Business Skills,Business Management,10
2018,C,Manufacturing,Plastics,Specialized Industry Skills,Plastics,1
2018,C,Manufacturing,Plastics,Business Skills,Product Development,2
2018,C,Manufacturing,Plastics,Soft Skills,Negotiation,3
2018,C,Manufacturing,Plastics,Business Skills,Manufacturing Operations,4
2018,C,Manufacturing,Plastics,Tech Skills,Digital Literacy,5
2018,C,Manufacturing,Plastics,Soft Skills,Leadership,6
2018,C,Manufacturing,Plastics,Business Skills,Business Management,7
2018,C,Manufacturing,Plastics,Specialized Industry Skills,Machining,8
2018,C,Manufacturing,Plastics,Specialized Industry Skills,Automotive,9
2018,C,Manufacturing,Plastics,Business Skills,Project Management,10
2018,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Power Systems,1
2018,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Environmental Science,2
2018,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Utilities,3
2018,C,Manufacturing,Renewables & Environment,Soft Skills,Negotiation,4
2018,C,Manufacturing,Renewables & Environment,Business Skills,Project Management,5
2018,C,Manufacturing,Renewables & Environment,Soft Skills,Teamwork,6
2018,C,Manufacturing,Renewables & Environment,Tech Skills,Digital Literacy,7
2018,C,Manufacturing,Renewables & Environment,Business Skills,Business Management,8
2018,C,Manufacturing,Renewables & Environment,Soft Skills,Leadership,9
2018,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Research,10
2018,C,Manufacturing,Packaging & Containers,Specialized Industry Skills,Retail Packaging,1
2018,C,Manufacturing,Packaging & Containers,Business Skills,Product Development,2
2018,C,Manufacturing,Packaging & Containers,Soft Skills,Negotiation,3
2018,C,Manufacturing,Packaging & Containers,Business Skills,Manufacturing Operations,4
2018,C,Manufacturing,Packaging & Containers,Soft Skills,Leadership,5
2018,C,Manufacturing,Packaging & Containers,Business Skills,Business Management,6
2018,C,Manufacturing,Packaging & Containers,Tech Skills,Digital Literacy,7
2018,C,Manufacturing,Packaging & Containers,Specialized Industry Skills,Plastics,8
2018,C,Manufacturing,Packaging & Containers,Soft Skills,Teamwork,9
2018,C,Manufacturing,Packaging & Containers,Business Skills,Project Management,10
2018,C,Manufacturing,Industrial Automation,Disruptive Tech Skills,Robotics,1
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Electronic Control Systems,2
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Drilling Engineering,3
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Instrumentation,4
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Utilities,5
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Architecture,6
2018,C,Manufacturing,Industrial Automation,Business Skills,Project Management,7
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Electronics,8
2018,C,Manufacturing,Industrial Automation,Tech Skills,Scientific Computing,9
2018,C,Manufacturing,Industrial Automation,Business Skills,Product Development,10
2018,J,Information and communication,Computer Hardware,Tech Skills,Computer Hardware,1
2018,J,Information and communication,Computer Hardware,Tech Skills,Technical Support,2
2018,J,Information and communication,Computer Hardware,Tech Skills,System Administration,3
2018,J,Information and communication,Computer Hardware,Tech Skills,Digital Literacy,4
2018,J,Information and communication,Computer Hardware,Soft Skills,Leadership,5
2018,J,Information and communication,Computer Hardware,Business Skills,Business Management,6
2018,J,Information and communication,Computer Hardware,Tech Skills,Computer Networking,7
2018,J,Information and communication,Computer Hardware,Business Skills,Project Management,8
2018,J,Information and communication,Computer Hardware,Disruptive Tech Skills,Development Tools,9
2018,J,Information and communication,Computer Hardware,Business Skills,Inside Sales,10
2018,J,Information and communication,Computer Software,Tech Skills,Web Development,1
2018,J,Information and communication,Computer Software,Disruptive Tech Skills,Development Tools,2
2018,J,Information and communication,Computer Software,Tech Skills,Mobile Application Development,3
2018,J,Information and communication,Computer Software,Tech Skills,Data Storage Technologies,4
2018,J,Information and communication,Computer Software,Disruptive Tech Skills,Data Science,5
2018,J,Information and communication,Computer Software,Tech Skills,Software Development Life Cycle (SDLC),6
2018,J,Information and communication,Computer Software,Disruptive Tech Skills,Human Computer Interaction,7
2018,J,Information and communication,Computer Software,Soft Skills,Teamwork,8
2018,J,Information and communication,Computer Software,Soft Skills,Leadership,9
2018,J,Information and communication,Computer Software,Business Skills,Project Management,10
2018,J,Information and communication,Computer Networking,Tech Skills,Computer Networking,1
2018,J,Information and communication,Computer Networking,Tech Skills,System Administration,2
2018,J,Information and communication,Computer Networking,Tech Skills,Technical Support,3
2018,J,Information and communication,Computer Networking,Specialized Industry Skills,Telecommunications,4
2018,J,Information and communication,Computer Networking,Tech Skills,Digital Literacy,5
2018,J,Information and communication,Computer Networking,Specialized Industry Skills,Cybersecurity,6
2018,J,Information and communication,Computer Networking,Disruptive Tech Skills,Development Tools,7
2018,J,Information and communication,Computer Networking,Tech Skills,Data Storage Technologies,8
2018,J,Information and communication,Computer Networking,Soft Skills,Leadership,9
2018,J,Information and communication,Computer Networking,Business Skills,Business Management,10
2018,J,Information and communication,Internet,Tech Skills,Web Development,1
2018,J,Information and communication,Internet,Business Skills,Digital Marketing,2
2018,J,Information and communication,Internet,Tech Skills,Social Media,3
2018,J,Information and communication,Internet,Soft Skills,Teamwork,4
2018,J,Information and communication,Internet,Tech Skills,Digital Literacy,5
2018,J,Information and communication,Internet,Tech Skills,Graphic Design,6
2018,J,Information and communication,Internet,Soft Skills,Leadership,7
2018,J,Information and communication,Internet,Business Skills,Advertising,8
2018,J,Information and communication,Internet,Disruptive Tech Skills,Development Tools,9
2018,J,Information and communication,Internet,Business Skills,Product Marketing,10
2018,J,Information and communication,Semiconductors,Specialized Industry Skills,Electronics,1
2018,J,Information and communication,Semiconductors,Tech Skills,Computer Hardware,2
2018,J,Information and communication,Semiconductors,Tech Skills,Scientific Computing,3
2018,J,Information and communication,Semiconductors,Disruptive Tech Skills,Development Tools,4
2018,J,Information and communication,Semiconductors,Tech Skills,Software Testing,5
2018,J,Information and communication,Semiconductors,Tech Skills,Digital Literacy,6
2018,J,Information and communication,Semiconductors,Disruptive Tech Skills,Nanotechnology,7
2018,J,Information and communication,Semiconductors,Soft Skills,Leadership,8
2018,J,Information and communication,Semiconductors,Business Skills,Product Development,9
2018,J,Information and communication,Semiconductors,Business Skills,Project Management,10
2018,J,Information and communication,Telecommunications,Specialized Industry Skills,Telecommunications,1
2018,J,Information and communication,Telecommunications,Tech Skills,Computer Networking,2
2018,J,Information and communication,Telecommunications,Soft Skills,Teamwork,3
2018,J,Information and communication,Telecommunications,Soft Skills,Leadership,4
2018,J,Information and communication,Telecommunications,Tech Skills,Technical Support,5
2018,J,Information and communication,Telecommunications,Business Skills,Business Management,6
2018,J,Information and communication,Telecommunications,Business Skills,Project Management,7
2018,J,Information and communication,Telecommunications,Soft Skills,Negotiation,8
2018,J,Information and communication,Telecommunications,Tech Skills,Digital Literacy,9
2018,J,Information and communication,Telecommunications,Tech Skills,Software Development Life Cycle (SDLC),10
2018,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Video,1
2018,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Television,2
2018,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Photography,3
2018,J,Information and communication,Motion Pictures & Film,Tech Skills,Animation,4
2018,J,Information and communication,Motion Pictures & Film,Tech Skills,Graphic Design,5
2018,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Editing,6
2018,J,Information and communication,Motion Pictures & Film,Tech Skills,Social Media,7
2018,J,Information and communication,Motion Pictures & Film,Business Skills,Advertising,8
2018,J,Information and communication,Motion Pictures & Film,Tech Skills,Digital Literacy,9
2018,J,Information and communication,Motion Pictures & Film,Soft Skills,Teamwork,10
2018,J,Information and communication,Broadcast Media,Specialized Industry Skills,Television,1
2018,J,Information and communication,Broadcast Media,Specialized Industry Skills,Video,2
2018,J,Information and communication,Broadcast Media,Specialized Industry Skills,Journalism,3
2018,J,Information and communication,Broadcast Media,Specialized Industry Skills,Editing,4
2018,J,Information and communication,Broadcast Media,Tech Skills,Social Media,5
2018,J,Information and communication,Broadcast Media,Specialized Industry Skills,Radio Production,6
2018,J,Information and communication,Broadcast Media,Soft Skills,Communication,7
2018,J,Information and communication,Broadcast Media,Business Skills,Advertising,8
2018,J,Information and communication,Broadcast Media,Specialized Industry Skills,Photography,9
2018,J,Information and communication,Broadcast Media,Soft Skills,Writing,10
2018,J,Information and communication,Newspapers,Specialized Industry Skills,Journalism,1
2018,J,Information and communication,Newspapers,Specialized Industry Skills,Editing,2
2018,J,Information and communication,Newspapers,Tech Skills,Social Media,3
2018,J,Information and communication,Newspapers,Soft Skills,Writing,4
2018,J,Information and communication,Newspapers,Business Skills,Corporate Communications,5
2018,J,Information and communication,Newspapers,Business Skills,Advertising,6
2018,J,Information and communication,Newspapers,Business Skills,Digital Marketing,7
2018,J,Information and communication,Newspapers,Specialized Industry Skills,Research,8
2018,J,Information and communication,Newspapers,Tech Skills,Graphic Design,9
2018,J,Information and communication,Newspapers,Specialized Industry Skills,Photography,10
2018,J,Information and communication,Publishing,Specialized Industry Skills,Editing,1
2018,J,Information and communication,Publishing,Soft Skills,Writing,2
2018,J,Information and communication,Publishing,Tech Skills,Social Media,3
2018,J,Information and communication,Publishing,Specialized Industry Skills,Journalism,4
2018,J,Information and communication,Publishing,Tech Skills,Graphic Design,5
2018,J,Information and communication,Publishing,Business Skills,Digital Marketing,6
2018,J,Information and communication,Publishing,Business Skills,Advertising,7
2018,J,Information and communication,Publishing,Specialized Industry Skills,Research,8
2018,J,Information and communication,Publishing,Tech Skills,Digital Literacy,9
2018,J,Information and communication,Publishing,Soft Skills,Communication,10
2018,J,Information and communication,Information Technology & Services,Tech Skills,Web Development,1
2018,J,Information and communication,Information Technology & Services,Tech Skills,System Administration,2
2018,J,Information and communication,Information Technology & Services,Tech Skills,Data Storage Technologies,3
2018,J,Information and communication,Information Technology & Services,Disruptive Tech Skills,Development Tools,4
2018,J,Information and communication,Information Technology & Services,Tech Skills,Technical Support,5
2018,J,Information and communication,Information Technology & Services,Tech Skills,Computer Networking,6
2018,J,Information and communication,Information Technology & Services,Soft Skills,Teamwork,7
2018,J,Information and communication,Information Technology & Services,Disruptive Tech Skills,Data Science,8
2018,J,Information and communication,Information Technology & Services,Tech Skills,Software Development Life Cycle (SDLC),9
2018,J,Information and communication,Information Technology & Services,Soft Skills,Leadership,10
2018,J,Information and communication,Writing & Editing,Specialized Industry Skills,Editing,1
2018,J,Information and communication,Writing & Editing,Soft Skills,Writing,2
2018,J,Information and communication,Writing & Editing,Tech Skills,Social Media,3
2018,J,Information and communication,Writing & Editing,Specialized Industry Skills,Journalism,4
2018,J,Information and communication,Writing & Editing,Specialized Industry Skills,Research,5
2018,J,Information and communication,Writing & Editing,Specialized Industry Skills,Literature,6
2018,J,Information and communication,Writing & Editing,Specialized Industry Skills,Teaching,7
2018,J,Information and communication,Writing & Editing,Soft Skills,Communication,8
2018,J,Information and communication,Writing & Editing,Tech Skills,Digital Literacy,9
2018,J,Information and communication,Writing & Editing,Business Skills,Digital Marketing,10
2018,J,Information and communication,Computer Games,Tech Skills,Game Development,1
2018,J,Information and communication,Computer Games,Tech Skills,Animation,2
2018,J,Information and communication,Computer Games,Tech Skills,Graphic Design,3
2018,J,Information and communication,Computer Games,Disruptive Tech Skills,Development Tools,4
2018,J,Information and communication,Computer Games,Specialized Industry Skills,Professional Sports,5
2018,J,Information and communication,Computer Games,Tech Skills,Web Development,6
2018,J,Information and communication,Computer Games,Tech Skills,Social Media,7
2018,J,Information and communication,Computer Games,Soft Skills,Teamwork,8
2018,J,Information and communication,Computer Games,Tech Skills,Digital Literacy,9
2018,J,Information and communication,Computer Games,Business Skills,Project Management,10
2018,J,Information and communication,Online Media,Tech Skills,Social Media,1
2018,J,Information and communication,Online Media,Specialized Industry Skills,Editing,2
2018,J,Information and communication,Online Media,Specialized Industry Skills,Journalism,3
2018,J,Information and communication,Online Media,Business Skills,Digital Marketing,4
2018,J,Information and communication,Online Media,Soft Skills,Writing,5
2018,J,Information and communication,Online Media,Business Skills,Advertising,6
2018,J,Information and communication,Online Media,Specialized Industry Skills,Video,7
2018,J,Information and communication,Online Media,Tech Skills,Graphic Design,8
2018,J,Information and communication,Online Media,Tech Skills,Information Management,9
2018,J,Information and communication,Online Media,Specialized Industry Skills,Photography,10
2018,J,Information and communication,Computer & Network Security,Specialized Industry Skills,Cybersecurity,1
2018,J,Information and communication,Computer & Network Security,Tech Skills,Computer Networking,2
2018,J,Information and communication,Computer & Network Security,Tech Skills,System Administration,3
2018,J,Information and communication,Computer & Network Security,Disruptive Tech Skills,Development Tools,4
2018,J,Information and communication,Computer & Network Security,Tech Skills,Digital Literacy,5
2018,J,Information and communication,Computer & Network Security,Tech Skills,Data Storage Technologies,6
2018,J,Information and communication,Computer & Network Security,Tech Skills,Web Development,7
2018,J,Information and communication,Computer & Network Security,Soft Skills,Leadership,8
2018,J,Information and communication,Computer & Network Security,Business Skills,Project Management,9
2018,J,Information and communication,Computer & Network Security,Disruptive Tech Skills,Data Science,10
2018,J,Information and communication,Media Production,Specialized Industry Skills,Video,1
2018,J,Information and communication,Media Production,Tech Skills,Social Media,2
2018,J,Information and communication,Media Production,Specialized Industry Skills,Editing,3
2018,J,Information and communication,Media Production,Specialized Industry Skills,Television,4
2018,J,Information and communication,Media Production,Specialized Industry Skills,Journalism,5
2018,J,Information and communication,Media Production,Specialized Industry Skills,Photography,6
2018,J,Information and communication,Media Production,Tech Skills,Graphic Design,7
2018,J,Information and communication,Media Production,Soft Skills,Writing,8
2018,J,Information and communication,Media Production,Business Skills,Digital Marketing,9
2018,J,Information and communication,Media Production,Business Skills,Advertising,10
2018,K,Financial and insurance activities,Banking,Business Skills,Commercial Banking,1
2018,K,Financial and insurance activities,Banking,Business Skills,Financial Accounting,2
2018,K,Financial and insurance activities,Banking,Business Skills,Capital Markets,3
2018,K,Financial and insurance activities,Banking,Soft Skills,Teamwork,4
2018,K,Financial and insurance activities,Banking,Business Skills,Business Management,5
2018,K,Financial and insurance activities,Banking,Tech Skills,Digital Literacy,6
2018,K,Financial and insurance activities,Banking,Business Skills,Management Consulting,7
2018,K,Financial and insurance activities,Banking,Soft Skills,Leadership,8
2018,K,Financial and insurance activities,Banking,Soft Skills,Communication,9
2018,K,Financial and insurance activities,Banking,Specialized Industry Skills,Criminal Law,10
2018,K,Financial and insurance activities,Insurance,Business Skills,Insurance,1
2018,K,Financial and insurance activities,Insurance,Soft Skills,Teamwork,2
2018,K,Financial and insurance activities,Insurance,Tech Skills,Digital Literacy,3
2018,K,Financial and insurance activities,Insurance,Soft Skills,Negotiation,4
2018,K,Financial and insurance activities,Insurance,Soft Skills,Leadership,5
2018,K,Financial and insurance activities,Insurance,Business Skills,Business Management,6
2018,K,Financial and insurance activities,Insurance,Business Skills,Capital Markets,7
2018,K,Financial and insurance activities,Insurance,Soft Skills,Communication,8
2018,K,Financial and insurance activities,Insurance,Business Skills,Financial Accounting,9
2018,K,Financial and insurance activities,Insurance,Business Skills,Project Management,10
2018,K,Financial and insurance activities,Financial Services,Business Skills,Financial Accounting,1
